CustomerID,Gender,Age,LoyaltyPoints,FeedbackScore
9185,Female,45,407,3
9186,Female,53,628,3
9187,Non-Binary,57,923,3
9188,Non-Binary,56,504,5
9189,Female,57,583,5
9190,Female,34,842,2
9191,Non-Binary,27,274,4
9192,Male,46,445,3
9193,Female,18,204,2
9194,Female,70,515,5
9195,Female,27,136,4
9196,Female,58,542,1
9197,Female,40,378,4
9198,Male,55,253,1
9199,Non-Binary,34,526,4
9200,Non-Binary,57,760,5
9201,Non-Binary,70,273,5
9202,Female,68,809,5
9203,Male,69,563,3
9204,Male,63,858,2
9205,Female,56,583,3
9206,Male,46,564,4
9207,Male,58,325,3
9208,Female,47,987,2
9209,Male,39,189,3
9210,Female,55,232,3
9211,Non-Binary,46,319,5
9212,Female,65,745,1
9213,Male,56,431,5
9214,Male,56,703,2
9215,Male,28,576,3
9216,Non-Binary,50,203,1
9217,Non-Binary,67,951,3
9218,Male,21,453,1
9219,Male,52,209,5
9220,Female,26,117,2
9221,Non-Binary,48,828,5
9222,Female,65,391,5
9223,Non-Binary,68,353,3
9224,Non-Binary,60,685,5
9225,Male,32,638,1
9226,Male,65,858,5
9227,Male,53,460,3
9228,Male,25,403,4
9229,Female,22,407,2
9230,Female,35,244,1
9231,Male,37,607,5
9232,Female,26,590,5
9233,Male,69,820,5
9234,Male,54,796,3
9235,Non-Binary,66,163,1
9236,Female,18,743,2
9237,Non-Binary,45,889,1
9238,Non-Binary,45,82,3
9239,Male,38,409,5
9240,Non-Binary,43,166,4
9241,Female,66,917,5
9242,Non-Binary,53,850,5
9243,Non-Binary,38,345,2
9244,Male,70,160,1
9245,Non-Binary,21,870,3
9246,Male,58,87,2
9247,Female,57,977,5
9248,Non-Binary,60,695,5
9249,Male,21,779,3
9250,Non-Binary,34,118,1
9251,Male,22,259,5
9252,Female,47,849,1
9253,Male,48,823,4
9254,Non-Binary,41,364,1
9255,Male,69,124,3
9256,Male,39,625,1
9257,Female,48,816,5
9258,Female,40,191,3
9259,Non-Binary,40,648,4
9260,Female,56,867,5
9261,Male,49,834,4
9262,Non-Binary,25,683,2
9263,Female,20,121,3
9264,Female,25,774,2
9265,Female,58,20,3
9266,Male,35,6,4
9267,Non-Binary,58,998,3
9268,Non-Binary,43,885,4
9269,Female,41,761,3
9270,Female,70,887,5
9271,Male,45,42,5
9272,Female,38,55,5
9273,Female,33,382,4
9274,Female,30,448,4
9275,Non-Binary,44,621,4
9276,Non-Binary,31,493,2
9277,Non-Binary,68,569,1
9278,Male,59,509,2
9279,Non-Binary,61,2,2
9280,Non-Binary,36,196,1
9281,Non-Binary,36,693,5
9282,Male,47,987,1
9283,Non-Binary,20,63,3
9284,Female,70,760,1
9285,Male,36,841,1
9286,Non-Binary,58,944,2
9287,Non-Binary,45,767,3
9288,Male,60,399,1
9289,Female,49,634,1
9290,Female,36,103,5
9291,Non-Binary,20,455,2
9292,Male,39,573,2
9293,Female,50,333,4
9294,Male,37,412,2
9295,Female,51,852,4
9296,Non-Binary,52,769,2
9297,Female,52,270,4
9298,Male,41,800,1
9299,Non-Binary,40,520,1
9300,Male,56,825,5
9301,Female,52,47,5
9302,Non-Binary,67,743,4
9303,Male,45,381,3
9304,Male,43,961,2
9305,Male,57,455,4
9306,Non-Binary,32,324,3
9307,Female,65,858,4
9308,Non-Binary,70,324,4
9309,Non-Binary,50,901,1
9310,Male,50,823,3
9311,Female,50,263,2
9312,Non-Binary,32,191,5
9313,Female,58,931,4
9314,Non-Binary,22,956,1
9315,Male,22,843,4
9316,Non-Binary,25,214,1
9317,Non-Binary,70,311,4
9318,Non-Binary,64,685,4
9319,Male,65,755,4
9320,Female,50,353,1
9321,Female,36,828,5
9322,Female,69,778,3
9323,Non-Binary,35,830,1
9324,Male,40,499,4
9325,Non-Binary,33,130,3
9326,Female,31,195,2
9327,Female,45,443,1
9328,Non-Binary,38,380,4
9329,Male,27,295,3
9330,Non-Binary,49,161,3
9331,Male,62,85,2
9332,Female,24,533,4
9333,Male,43,338,1
9334,Male,53,477,3
9335,Female,29,759,3
9336,Male,26,509,5
9337,Female,49,169,4
9338,Male,53,31,4
9339,Male,60,375,3
9340,Male,38,593,5
9341,Non-Binary,62,743,3
9342,Non-Binary,20,810,5
9343,Non-Binary,29,778,3
9344,Non-Binary,21,874,3
9345,Female,48,344,1
9346,Non-Binary,53,352,4
9347,Male,28,685,5
9348,Non-Binary,41,752,2
9349,Female,53,127,3
9350,Female,61,342,5
9351,Female,60,170,4
9352,Male,35,671,5
9353,Female,28,590,5
9354,Female,65,305,5
9355,Non-Binary,34,229,2
9356,Male,35,995,4
9357,Male,29,325,5
9358,Female,33,187,4
9359,Male,41,428,2
9360,Female,26,460,5
9361,Female,19,36,1
9362,Female,29,819,4
9363,Female,60,665,5
9364,Female,46,881,2
9365,Male,60,60,3
9366,Male,40,715,5
9367,Non-Binary,40,866,4
9368,Male,58,978,3
9369,Non-Binary,53,392,3
9370,Non-Binary,67,880,4
9371,Male,20,493,5
9372,Male,49,633,1
9373,Female,65,132,5
9374,Male,67,945,2
9375,Non-Binary,26,505,4
9376,Female,50,429,3
9377,Male,56,293,2
9378,Female,37,803,4
9379,Female,21,893,5
9380,Male,29,372,4
9381,Non-Binary,26,10,3
9382,Non-Binary,68,146,1
9383,Male,69,994,3
9384,Non-Binary,51,483,1
9385,Female,53,91,1
9386,Female,38,399,4
9387,Male,49,599,3
9388,Female,69,805,3
9389,Female,26,583,4
9390,Male,37,993,2
9391,Non-Binary,20,467,2
9392,Non-Binary,64,65,4
9393,Non-Binary,70,198,1
9394,Male,28,164,5
9395,Male,22,562,1
9396,Male,66,552,4
9397,Female,69,53,5
9398,Female,31,613,4
9399,Non-Binary,28,189,2
9400,Male,41,549,2
9401,Non-Binary,52,326,3
9402,Female,70,352,4
9403,Female,39,401,5
9404,Non-Binary,20,503,2
9405,Non-Binary,36,538,4
9406,Male,41,224,2
9407,Non-Binary,24,705,5
9408,Female,27,913,1
9409,Non-Binary,25,538,1
9410,Female,51,41,4
9411,Non-Binary,65,957,1
9412,Female,64,344,2
9413,Male,21,227,4
9414,Female,60,939,5
9415,Non-Binary,53,242,4
9416,Non-Binary,63,733,1
9417,Male,20,988,4
9418,Male,42,959,3
9419,Female,62,390,1
9420,Non-Binary,28,362,5
9421,Non-Binary,30,265,5
9422,Male,44,622,5
9423,Female,57,842,2
9424,Male,25,906,4
9425,Male,32,799,2
9426,Female,25,670,1
9427,Non-Binary,26,850,2
9428,Female,62,344,2
9429,Male,59,251,1
9430,Non-Binary,68,953,4
9431,Female,42,862,3
9432,Female,59,598,1
9433,Male,32,131,5
9434,Male,44,8,4
9435,Non-Binary,28,202,4
9436,Male,63,567,1
9437,Non-Binary,41,827,2
9438,Non-Binary,49,309,1
9439,Male,44,825,1
9440,Non-Binary,55,730,2
9441,Female,45,813,3
9442,Male,70,595,3
9443,Male,20,980,1
9444,Male,46,240,4
9445,Non-Binary,38,237,3
9446,Male,62,527,3
9447,Male,57,188,1
9448,Male,55,922,1
9449,Non-Binary,66,723,3
9450,Male,60,345,2
9451,Female,39,605,2
9452,Non-Binary,21,813,4
9453,Non-Binary,19,419,3
9454,Non-Binary,49,314,1
9455,Male,49,678,4
9456,Non-Binary,63,248,2
9457,Male,32,789,2
9458,Female,25,294,5
9459,Non-Binary,28,528,5
9460,Non-Binary,60,531,2
9461,Male,66,145,1
9462,Female,45,240,4
9463,Non-Binary,69,580,3
9464,Female,21,87,2
9465,Male,36,94,3
9466,Female,62,792,3
9467,Non-Binary,30,888,2
9468,Non-Binary,36,132,3
9469,Female,57,505,1
9470,Non-Binary,32,722,5
9471,Non-Binary,28,972,4
9472,Male,30,337,1
9473,Female,64,72,3
9474,Non-Binary,34,798,5
9475,Male,62,444,4
9476,Female,44,307,4
9477,Female,61,848,4
9478,Male,69,947,5
9479,Non-Binary,22,629,1
9480,Female,20,207,2
9481,Non-Binary,21,902,3
9482,Non-Binary,49,812,2
9483,Male,33,71,3
9484,Female,60,575,2
9485,Non-Binary,21,777,2
9486,Non-Binary,56,113,4
9487,Non-Binary,42,756,2
9488,Male,62,392,5
9489,Female,20,195,4
9490,Non-Binary,27,265,1
9491,Female,41,450,5
9492,Male,51,823,5
9493,Non-Binary,33,926,1
9494,Female,48,247,5
9495,Male,42,788,4
9496,Male,27,167,2
9497,Male,28,297,2
9498,Female,37,514,5
9499,Non-Binary,51,574,5
9500,Non-Binary,63,658,1
9501,Non-Binary,47,224,1
9502,Female,27,193,5
9503,Non-Binary,31,39,1
9504,Female,70,447,3
9505,Female,68,130,5
9506,Non-Binary,28,68,3
9507,Non-Binary,34,575,4
9508,Female,70,766,3
9509,Female,68,77,4
9510,Male,57,982,2
9511,Non-Binary,42,103,5
9512,Non-Binary,61,234,2
9513,Male,19,560,5
9514,Non-Binary,62,575,1
9515,Male,59,567,1
9516,Male,66,33,3
9517,Non-Binary,42,456,4
9518,Female,38,326,3
9519,Female,48,152,5
9520,Female,24,521,2
9521,Male,48,512,2
9522,Male,30,789,2
9523,Female,56,979,5
9524,Non-Binary,51,651,5
9525,Female,20,527,3
9526,Female,67,902,4
9527,Female,40,467,1
9528,Non-Binary,45,292,4
9529,Female,38,596,1
9530,Female,55,426,1
9531,Female,34,315,3
9532,Female,57,854,5
9533,Non-Binary,42,985,5
9534,Female,18,912,2
9535,Male,31,614,1
9536,Female,35,393,3
9537,Male,65,818,2
9538,Female,23,111,3
9539,Non-Binary,25,953,3
9540,Female,38,9,3
9541,Female,50,34,2
9542,Male,36,837,1
9543,Female,41,134,2
9544,Non-Binary,43,349,1
9545,Female,64,121,1
9546,Female,62,204,5
9547,Male,27,978,3
9548,Male,55,11,3
9549,Male,62,181,2
9550,Male,25,775,4
9551,Male,37,564,3
9552,Female,50,744,5
9553,Male,39,611,5
9554,Female,39,783,4
9555,Female,22,84,2
9556,Female,28,575,4
9557,Male,39,351,1
9558,Female,61,351,3
9559,Non-Binary,35,776,2
9560,Male,66,267,2
9561,Female,24,707,2
9562,Female,29,492,5
9563,Non-Binary,45,458,3
9564,Female,36,697,2
9565,Female,27,682,1
9566,Female,23,3,2
9567,Male,52,48,5
9568,Male,19,349,5
9569,Non-Binary,51,257,3
9570,Female,53,962,5
9571,Male,41,961,3
9572,Non-Binary,50,761,4
9573,Female,25,740,3
9574,Female,49,704,4
9575,Non-Binary,59,652,1
9576,Non-Binary,34,696,1
9577,Male,49,399,2
9578,Female,50,642,2
9579,Female,32,276,4
9580,Female,64,637,4
9581,Female,26,885,4
9582,Non-Binary,45,161,3
9583,Female,61,143,3
9584,Male,45,997,2
9585,Male,61,772,2
9586,Female,56,663,2
9587,Non-Binary,53,615,5
9588,Female,47,686,5
9589,Male,23,633,1
9590,Non-Binary,40,439,2
9591,Female,44,112,4
9592,Female,22,181,4
9593,Male,67,980,1
9594,Non-Binary,47,93,3
9595,Female,45,716,3
9596,Non-Binary,56,828,1
9597,Non-Binary,41,967,3
9598,Female,43,598,4
9599,Female,35,498,3
9600,Male,62,257,3
9601,Female,30,805,2
9602,Male,54,728,4
9603,Male,58,376,4
9604,Female,25,364,4
9605,Non-Binary,58,687,2
9606,Non-Binary,55,272,5
9607,Female,61,862,4
9608,Male,63,634,3
9609,Female,47,917,1
9610,Non-Binary,41,113,1
9611,Non-Binary,51,942,3
9612,Male,59,81,4
9613,Male,24,432,4
9614,Male,46,654,2
9615,Non-Binary,23,426,2
9616,Female,28,583,3
9617,Non-Binary,44,626,1
9618,Non-Binary,24,490,1
9619,Non-Binary,64,428,5
9620,Male,60,884,4
9621,Male,30,550,2
9622,Male,22,156,3
9623,Male,25,508,2
9624,Non-Binary,45,291,5
9625,Non-Binary,47,898,3
9626,Non-Binary,34,194,2
9627,Non-Binary,37,109,4
9628,Male,34,402,3
9629,Non-Binary,56,152,4
9630,Female,61,129,5
9631,Male,40,901,1
9632,Male,31,840,1
9633,Non-Binary,49,525,4
9634,Non-Binary,25,108,1
9635,Female,26,780,5
9636,Female,57,869,4
9637,Female,21,387,3
9638,Non-Binary,19,422,2
9639,Male,47,754,3
9640,Non-Binary,52,222,4
9641,Female,41,142,3
9642,Female,27,443,3
9643,Non-Binary,56,713,3
9644,Non-Binary,68,288,2
9645,Male,51,470,3
9646,Male,27,932,5
9647,Female,63,629,3
9648,Male,66,282,5
9649,Non-Binary,42,80,2
9650,Non-Binary,48,289,4
9651,Female,58,833,2
9652,Female,65,207,1
9653,Female,53,783,1
9654,Female,59,981,1
9655,Female,34,459,1
9656,Female,56,553,5
9657,Female,49,857,4
9658,Male,43,163,5
9659,Male,34,302,3
9660,Female,49,767,2
9661,Non-Binary,44,541,3
9662,Female,41,113,1
9663,Female,70,857,4
9664,Non-Binary,59,399,3
9665,Male,33,161,3
9666,Male,50,183,2
9667,Non-Binary,36,381,5
9668,Male,42,496,2
9669,Female,55,582,2
9670,Male,28,687,5
9671,Non-Binary,45,269,2
9672,Non-Binary,20,51,3
9673,Non-Binary,34,492,1
9674,Female,62,46,3
9675,Male,42,829,4
9676,Female,44,976,4
9677,Non-Binary,26,500,2
9678,Male,69,84,2
9679,Non-Binary,44,398,1
9680,Female,67,617,1
9681,Male,35,326,5
9682,Female,69,179,3
9683,Male,58,341,3
9684,Non-Binary,58,156,4
9685,Non-Binary,42,116,3
9686,Non-Binary,34,914,3
9687,Non-Binary,49,355,3
9688,Female,65,679,5
9689,Male,42,899,2
9690,Male,50,492,4
9691,Non-Binary,20,482,4
9692,Female,66,931,4
9693,Male,45,589,5
9694,Female,60,946,5
9695,Male,61,87,1
9696,Non-Binary,34,658,4
9697,Female,33,972,1
9698,Non-Binary,21,998,5
9699,Male,39,246,4
9700,Male,50,997,2
9701,Male,40,872,5
9702,Non-Binary,28,274,2
9703,Non-Binary,68,488,1
9704,Female,67,316,4
9705,Non-Binary,40,157,2
9706,Female,30,848,1
9707,Male,62,533,3
9708,Male,63,887,4
9709,Female,41,205,3
9710,Female,32,275,5
9711,Non-Binary,60,732,1
9712,Male,33,577,1
9713,Male,32,435,5
9714,Non-Binary,40,891,2
9715,Male,70,620,3
9716,Non-Binary,70,346,3
9717,Non-Binary,56,342,1
9718,Male,57,742,5
9719,Male,20,458,5
9720,Non-Binary,51,864,3
9721,Non-Binary,26,360,4
9722,Non-Binary,22,397,5
9723,Non-Binary,35,508,3
9724,Male,24,963,1
9725,Female,32,993,1
9726,Female,52,684,4
9727,Non-Binary,22,821,2
9728,Male,67,947,2
9729,Male,25,808,3
9730,Non-Binary,63,242,4
9731,Non-Binary,28,944,1
9732,Female,29,379,5
9733,Non-Binary,23,150,4
9734,Female,46,381,1
9735,Non-Binary,38,154,3
9736,Male,59,31,4
9737,Female,54,724,3
9738,Female,50,564,4
9739,Non-Binary,68,630,2
9740,Male,52,865,3
9741,Female,19,756,3
9742,Non-Binary,53,342,1
9743,Male,21,79,3
9744,Male,33,748,5
9745,Non-Binary,48,17,5
9746,Female,38,370,3
9747,Female,18,611,1
9748,Male,51,244,5
9749,Male,31,933,4
9750,Non-Binary,55,627,5
9751,Male,20,260,1
9752,Male,26,214,5
9753,Female,48,722,2
9754,Male,63,538,5
9755,Female,66,392,2
9756,Male,45,218,5
9757,Female,59,152,1
9758,Non-Binary,67,722,4
9759,Non-Binary,55,478,5
9760,Male,22,413,2
9761,Non-Binary,36,470,2
9762,Female,46,967,4
9763,Non-Binary,21,470,5
9764,Female,23,996,5
9765,Non-Binary,60,340,1
9766,Male,49,830,4
9767,Male,53,695,3
9768,Non-Binary,66,779,5
9769,Female,26,605,2
9770,Female,69,389,5
9771,Female,31,370,5
9772,Non-Binary,32,18,1
9773,Female,47,431,2
9774,Female,57,576,5
9775,Female,41,865,3
9776,Male,20,879,1
9777,Female,56,27,3
9778,Female,32,244,4
9779,Male,70,885,1
9780,Non-Binary,40,528,4
9781,Male,41,553,3
9782,Male,65,323,3
9783,Female,53,722,5
9784,Non-Binary,63,111,3
9785,Male,34,887,5
9786,Non-Binary,49,522,5
9787,Male,36,831,4
9788,Female,58,764,4
9789,Female,20,825,1
9790,Female,28,477,3
9791,Female,61,863,2
9792,Male,24,571,4
9793,Male,35,527,3
9794,Male,38,682,4
9795,Male,27,382,2
9796,Non-Binary,65,207,3
9797,Non-Binary,19,457,2
9798,Non-Binary,30,685,5
9799,Non-Binary,62,419,4
9800,Female,29,337,5
9801,Non-Binary,44,161,1
9802,Male,63,478,2
9803,Non-Binary,70,668,5
9804,Non-Binary,28,709,4
9805,Male,18,718,2
9806,Female,61,418,4
9807,Non-Binary,39,409,5
9808,Female,54,507,4
9809,Female,70,551,1
9810,Male,23,27,3
9811,Female,25,803,1
9812,Non-Binary,45,500,3
9813,Non-Binary,45,651,4
9814,Male,33,205,4
9815,Male,51,577,4
9816,Non-Binary,26,125,2
9817,Female,38,589,3
9818,Male,62,343,4
9819,Female,62,345,1
9820,Male,52,444,1
9821,Female,39,415,2
9822,Male,52,916,2
9823,Male,49,810,1
9824,Male,51,232,5
9825,Non-Binary,63,774,2
9826,Male,33,488,3
9827,Male,46,103,4
9828,Female,49,120,1
9829,Non-Binary,53,684,4
9830,Non-Binary,61,347,1
9831,Male,47,88,1
9832,Non-Binary,58,353,5
9833,Male,62,343,3
9834,Non-Binary,54,785,1
9835,Female,70,105,1
9836,Non-Binary,19,204,3
9837,Non-Binary,66,17,3
9838,Non-Binary,58,324,2
9839,Male,33,212,3
9840,Male,61,621,4
9841,Female,50,21,2
9842,Male,19,602,3
9843,Non-Binary,38,986,3
9844,Female,69,187,1
9845,Male,31,419,2
9846,Female,26,386,1
9847,Non-Binary,36,330,1
9848,Non-Binary,43,728,2
9849,Male,65,721,2
9850,Non-Binary,52,666,3
9851,Male,37,180,1
9852,Non-Binary,46,633,5
9853,Female,29,106,5
9854,Non-Binary,60,751,3
9855,Non-Binary,65,164,1
9856,Male,22,723,2
9857,Non-Binary,39,216,2
9858,Female,19,844,1
9859,Non-Binary,53,578,1
9860,Male,52,568,3
9861,Male,47,357,1
9862,Male,68,46,4
9863,Male,50,753,2
9864,Male,40,857,2
9865,Non-Binary,49,622,3
9866,Male,62,210,1
9867,Non-Binary,44,309,3
9868,Female,25,719,4
9869,Male,21,270,2
9870,Non-Binary,22,94,2
9871,Female,38,509,4
9872,Male,28,360,1
9873,Male,20,33,3
9874,Female,34,630,2
9875,Female,28,860,3
9876,Non-Binary,68,218,5
9877,Female,61,771,4
9878,Non-Binary,35,926,4
9879,Non-Binary,69,914,4
9880,Non-Binary,36,986,4
9881,Female,45,332,4
9882,Female,59,233,4
9883,Female,29,406,3
9884,Female,51,471,4
9885,Male,66,903,1
9886,Male,49,834,1
9887,Non-Binary,60,911,5
9888,Male,34,212,2
9889,Male,29,193,3
9890,Male,27,800,2
9891,Female,26,73,2
9892,Non-Binary,45,847,4
9893,Non-Binary,34,719,1
9894,Male,26,678,4
9895,Male,59,992,2
9896,Male,24,803,5
9897,Male,65,78,3
9898,Female,50,669,2
9899,Non-Binary,30,842,2
9900,Male,50,321,2
9901,Male,20,857,2
9902,Male,36,891,3
9903,Female,31,900,1
9904,Non-Binary,39,685,1
9905,Non-Binary,65,840,2
9906,Female,69,215,3
9907,Female,66,262,2
9908,Male,64,917,5
9909,Female,42,493,3
9910,Male,52,864,5
9911,Male,40,66,3
9912,Non-Binary,33,914,2
9913,Male,70,849,5
9914,Male,39,224,2
9915,Non-Binary,36,493,4
9916,Female,31,392,4
9917,Male,22,476,4
9918,Female,50,182,2
9919,Non-Binary,69,765,2
9920,Male,60,523,2
9921,Male,61,333,2
9922,Non-Binary,42,775,2
9923,Non-Binary,35,292,3
9924,Non-Binary,33,368,4
9925,Non-Binary,62,756,3
9926,Non-Binary,24,424,3
9927,Female,53,93,3
9928,Male,46,518,4
9929,Male,47,959,5
9930,Non-Binary,49,762,5
9931,Male,55,701,4
9932,Non-Binary,26,270,5
9933,Female,34,934,3
9934,Female,50,879,5
9935,Male,28,632,5
9936,Male,42,554,4
9937,Non-Binary,46,257,1
9938,Male,25,437,3
9939,Non-Binary,37,539,4
9940,Non-Binary,44,333,5
9941,Female,62,773,5
9942,Female,31,340,4
9943,Male,33,909,3
9944,Female,23,402,5
9945,Female,29,222,2
9946,Female,23,885,5
9947,Female,43,616,2
9948,Male,52,112,3
9949,Female,52,586,5
9950,Female,49,734,3
9951,Female,51,365,2
9952,Male,52,441,4
9953,Male,27,378,5
9954,Female,37,220,4
9955,Male,48,287,4
9956,Female,29,579,4
9957,Male,69,335,2
9958,Female,61,320,3
9959,Non-Binary,42,411,4
9960,Male,48,768,5
9961,Non-Binary,51,62,1
9962,Non-Binary,46,895,3
9963,Female,26,360,4
9964,Female,70,683,5
9965,Male,46,329,4
9966,Female,34,329,1
9967,Non-Binary,59,595,2
9968,Male,21,564,3
9969,Female,55,683,2
9970,Non-Binary,70,445,5
9971,Female,61,930,5
9972,Non-Binary,58,871,2
9973,Female,55,653,1
9974,Female,40,939,2
9975,Male,24,440,5
9976,Female,64,193,1
9977,Male,56,596,2
9978,Female,21,28,3
9979,Male,47,649,4
9980,Male,38,985,1
9981,Male,64,618,2
9982,Male,65,733,2
9983,Non-Binary,67,962,4
9984,Female,59,426,1
9985,Non-Binary,23,852,1
9986,Non-Binary,36,194,2
9987,Male,32,433,2
9988,Non-Binary,27,462,3
9989,Male,56,510,1
9990,Male,56,22,2
9991,Female,62,752,5
9992,Female,24,197,4
9993,Female,36,572,1
9994,Non-Binary,60,638,3
9995,Female,31,954,2
9996,Male,63,698,5
9997,Male,34,554,1
9998,Male,18,999,1
9999,Female,58,35,2
10000,Non-Binary,22,666,2
10001,Non-Binary,62,242,5
10002,Female,46,239,1
10003,Male,18,278,1
10004,Non-Binary,27,297,2
10005,Non-Binary,67,247,2
10006,Male,64,107,3
10007,Female,49,411,2
10008,Male,34,281,5
10009,Non-Binary,57,452,1
10010,Female,27,253,3
10011,Male,59,824,5
10012,Non-Binary,27,382,1
10013,Female,61,327,5
10014,Non-Binary,34,747,2
10015,Non-Binary,30,245,3
10016,Female,22,825,2
10017,Non-Binary,59,660,1
10018,Non-Binary,36,708,5
10019,Male,69,749,3
10020,Non-Binary,68,928,3
10021,Female,49,537,4
10022,Female,43,531,1
10023,Non-Binary,63,609,2
10024,Female,30,747,4
10025,Male,51,320,1
10026,Non-Binary,49,675,3
10027,Female,29,459,1
10028,Female,33,347,5
10029,Female,33,858,3
10030,Non-Binary,45,468,1
10031,Non-Binary,32,200,1
10032,Female,47,893,1
10033,Female,30,565,4
10034,Male,57,294,4
10035,Female,61,132,3
10036,Male,34,15,1
10037,Male,66,595,4
10038,Female,19,258,1
10039,Non-Binary,70,204,3
10040,Non-Binary,35,455,1
10041,Female,28,116,5
10042,Female,30,146,5
10043,Female,40,948,5
10044,Female,19,445,5
10045,Female,50,394,4
10046,Female,58,429,2
10047,Male,43,395,2
10048,Male,55,619,3
10049,Male,30,372,5
10050,Non-Binary,56,185,1
10051,Male,59,608,4
10052,Non-Binary,40,83,4
10053,Female,27,811,1
10054,Non-Binary,26,834,2
10055,Female,42,438,5
10056,Male,41,178,4
10057,Non-Binary,18,608,5
10058,Male,57,543,3
10059,Female,43,96,3
10060,Female,26,144,4
10061,Male,28,693,2
10062,Female,28,218,4
10063,Male,58,754,2
10064,Male,39,211,5
10065,Female,20,604,4
10066,Male,28,26,5
10067,Female,37,568,2
10068,Non-Binary,49,996,5
10069,Female,55,608,5
10070,Male,51,390,1
10071,Male,63,102,1
10072,Male,22,837,5
10073,Non-Binary,38,238,2
10074,Female,46,636,1
10075,Non-Binary,39,892,5
10076,Female,31,53,4
10077,Female,41,420,4
10078,Male,59,712,1
10079,Female,24,540,1
10080,Male,21,648,4
10081,Non-Binary,53,572,2
10082,Male,22,437,3
10083,Female,52,455,1
10084,Non-Binary,36,980,3
10085,Female,43,89,5
10086,Male,50,334,5
10087,Male,39,767,1
10088,Female,69,404,2
10089,Female,54,930,3
10090,Female,25,919,4
10091,Non-Binary,47,727,3
10092,Female,21,933,3
10093,Non-Binary,43,150,3
10094,Non-Binary,55,69,4
10095,Male,69,62,1
10096,Female,43,438,1
10097,Non-Binary,40,53,3
10098,Male,30,805,5
10099,Male,47,786,4
10100,Non-Binary,55,397,2
10101,Female,22,35,2
10102,Male,27,187,4
10103,Female,35,291,1
10104,Male,28,572,2
10105,Male,53,908,2
10106,Male,39,578,4
10107,Non-Binary,66,80,3
10108,Non-Binary,31,477,2
10109,Female,70,830,5
10110,Female,23,624,5
10111,Female,29,815,3
10112,Female,27,430,3
10113,Male,54,604,3
10114,Male,69,668,1
10115,Female,48,913,4
10116,Female,51,960,2
10117,Female,26,698,1
10118,Male,36,832,5
10119,Male,43,266,4
10120,Non-Binary,19,400,2
10121,Male,25,241,3
10122,Female,39,322,1
10123,Male,19,623,5
10124,Non-Binary,35,762,2
10125,Female,60,860,3
10126,Male,32,463,5
10127,Male,34,729,1
10128,Male,29,743,4
10129,Non-Binary,52,625,1
10130,Female,63,689,1
10131,Male,47,824,4
10132,Female,24,976,5
10133,Non-Binary,45,696,5
10134,Male,64,92,1
10135,Male,49,2,3
10136,Non-Binary,55,243,3
10137,Male,70,810,2
10138,Non-Binary,38,640,1
10139,Female,28,977,5
10140,Male,64,365,3
10141,Non-Binary,32,465,5
10142,Male,21,302,2
10143,Non-Binary,37,834,1
10144,Male,51,316,2
10145,Non-Binary,22,224,3
10146,Non-Binary,23,811,4
10147,Male,47,217,1
10148,Non-Binary,50,491,2
10149,Non-Binary,59,294,4
10150,Female,35,172,1
10151,Female,30,882,2
10152,Female,69,265,3
10153,Male,31,820,4
10154,Non-Binary,50,449,2
10155,Non-Binary,40,474,2
10156,Male,63,713,3
10157,Female,61,576,1
10158,Female,65,802,3
10159,Female,70,404,4
10160,Female,35,827,2
10161,Female,48,60,5
10162,Female,68,243,4
10163,Non-Binary,46,301,5
10164,Non-Binary,67,588,1
10165,Female,37,522,3
10166,Female,50,576,1
10167,Non-Binary,20,25,4
10168,Non-Binary,33,410,3
10169,Male,41,912,2
10170,Female,20,203,5
10171,Non-Binary,35,228,4
10172,Non-Binary,65,985,4
10173,Female,45,313,1
10174,Female,33,641,2
10175,Female,54,33,1
10176,Non-Binary,50,290,5
10177,Male,69,446,4
10178,Non-Binary,40,35,3
10179,Female,42,130,1
10180,Male,58,982,4
10181,Non-Binary,34,489,3
10182,Non-Binary,49,430,5
10183,Non-Binary,51,521,5
10184,Male,40,958,5
10185,Male,33,37,2
10186,Non-Binary,51,999,3
10187,Non-Binary,30,915,2
10188,Male,31,309,1
10189,Male,51,333,4
10190,Female,48,772,3
10191,Non-Binary,28,343,1
10192,Male,70,620,4
10193,Female,47,170,4
10194,Male,23,200,1
10195,Female,27,200,5
10196,Female,49,947,5
10197,Female,61,446,3
10198,Female,41,160,5
10199,Male,61,768,3
10200,Female,55,904,5
10201,Non-Binary,24,738,4
10202,Male,25,928,2
10203,Male,49,276,5
10204,Female,23,481,5
10205,Female,43,861,4
10206,Non-Binary,26,906,4
10207,Male,48,119,5
10208,Male,29,992,1
10209,Male,37,381,1
10210,Non-Binary,58,521,1
10211,Male,67,82,1
10212,Male,47,167,3
10213,Non-Binary,64,781,1
10214,Non-Binary,62,37,4
10215,Female,18,373,3
10216,Male,55,217,4
10217,Male,19,528,5
10218,Male,67,602,4
10219,Male,20,290,1
10220,Non-Binary,67,127,5
10221,Male,57,346,5
10222,Female,39,498,1
10223,Non-Binary,62,53,3
10224,Male,57,686,1
10225,Male,67,266,5
10226,Male,35,870,4
10227,Non-Binary,31,712,2
10228,Non-Binary,41,692,4
10229,Female,42,16,2
10230,Female,49,443,3
10231,Male,23,780,2
10232,Male,45,340,5
10233,Non-Binary,47,186,2
10234,Male,55,50,5
10235,Female,39,174,3
10236,Female,59,494,5
